ad_name,campaign_name,cost,purchases,conv_value
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(HISTO)-US-(US)-PERF-RTG,29.64,1,43.48
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,29.51,,
22/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - #LUZ - Blue Riviera - UGC Coline Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,29.43,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pastry Dream - MoMa - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,29.33,1,27.98
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,29.06,2,90.9
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,28.99,,
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,28.77,2,170.9
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,28.69,,
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-PERF-RTG-WARM-ROW,28.57,1,42.82
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,28.52,3,218.72
30/06/26 - Image - Young Presbyte - READING - PERMANENT - Multi Modèles - Multi Variantes - Mosaique Reading - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,28.28,1,113.85
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,27.88,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,27.81,,
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,27.78,1,100.5
10/07/26 - Image - Young Dynamic - SUN - #D - Sandstorm - Split Screen - Sans prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,27.71,2,140.81
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,27.53,1,65.17
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,27.51,1,45.83
13/03/26 - Image - Young Presbyte - READING - PERMANENT - #Office - Light Tortoise - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,27.49,1,57.16
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,27.46,,
30/06/26 - Motion - Young Presbyte - READING - PERMANENT - Multi Modèles - Multi Variantes - Mosaique Reading - Sans Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,27.39,3,305.5
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(HISTO)-UK-(UK)-PERF-RTG,27.32,1,63.68
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #ROAD - Multi Variantes - UGC Adele Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,27.15,,
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,27.1,3,179.5
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V1,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,27.04,1,45.83
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,26.9,2,112.08
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,26.84,1,107.88
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,26.52,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Golden Canyon - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,26.4,4,182.99
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,26.3,,
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,26.23,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Porté Femme - Sans Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,26.23,1,93.26
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,26.17,,
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Sandstorm - Sun Polarises USP - Sans Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,26,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,25.9,1,45.5
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,25.87,,
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Sandstorm - Sun Polarises USP - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,25.84,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,25.81,1,165.07
15/05/26 - Video UGC - Young Dynamic - SUN - PERMANENT - Multi Modèles - Multi Variantes - Ces lunettes vont avec tout - Langue FR - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,25.74,,
17/02/26 - Video Social Friendly - Young Dynamic - SUN - CROSSROADS - #M - Vidéo Touch - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,25.48,2,110.5
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Sandstorm - Sun Polarises USP - Sans Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,25.18,1,63.5
10/07/26 - Image - Young Dynamic - SCREEN - #OFFICE - Light Tortoise - Split Screen - Sans prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,25.16,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #HORIZON - SAND - UGC Ismaelle Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,25.15,1,46.22
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,25.12,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,25.04,,
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,24.99,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Porté Femme - Sans Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,24.95,1,81.35
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,24.82,2,112
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,24.53,2,221.04
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,24.48,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,24.35,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,24.31,,
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,24.23,1,38.5
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-US-(US)-PERF-RTG,24.18,1,90.95
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,24.1,,
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,24.01,1,67.86
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,23.97,1,75.53
21/05/26 - Video UGC - Partnership Ad - Young Dynamic - SUN - ALEGRIA - #LUZ - Multi Variantes - capucinerqllrt - Montage Split Screen - Sans Prix - V1 - H1,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,23.94,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V2 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,23.93,1,45
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,23.92,,
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,23.89,1,92.98
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,23.88,2,176
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - Multi Modèles - Multi Variantes - Langue FR - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,23.77,1,60
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,23.66,1,133.22
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #HORIZON - SAND - UGC Ismaelle Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,23.62,1,51.88
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,23.33,,
28/04/26 - Image - All targets - SUN - PERMANENT - #E - Midnight Blue - KV SS26 - Porté Homme - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,23.29,1,59.49
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Unboxing - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,23.09,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #D - Tortoise - UGC Lison Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,23.07,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,23.03,1,100.68
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,22.86,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,22.86,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V2 - H1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,22.61,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #ROAD - Multi Variantes - UGC Adele Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,22.6,,
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,22.5,,
06/05/26 - Image - Young Parent - SUN - PERMANENT - #ROAD - Multi Variantes - Emswells - Porté Femme & Kids - Sans Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,22.17,3,174.54
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #HORIZON - SAND - UGC Ismaelle Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,22,,
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,21.58,4,293.16
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #BAY - Basil Love - Homme Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,21.54,1,121.84
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,21.28,1,75.5
20/04/26 - Image - Young Dynamic - SPORT - RUNNING - #HORIZON - Multi Variantes - KV SS26 - Portés Mixte - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,21.28,2,144.35
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #ROAD - Multi Variantes - UGC Adele Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,21.23,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,21.13,1,30.81
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,21.11,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Mixte Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,20.95,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,20.92,,
22/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - #LUZ - Blue Riviera - UGC Coline Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,20.89,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,20.84,,
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,20.82,1,40
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,20.6,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,20.54,1,68.98
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,20.45,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,20.28,2,212.22
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,20.22,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,20.2,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Mixte Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-RTG,20.13,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,20.12,5,251.57
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #BAY - Basil Love - Homme Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,20.05,,
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,19.98,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Black - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,19.93,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Split Screen - 1 Lunette - Avec prix - V3,ASUC-(HISTO)-US-(US)-PERF-RTG,19.87,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,19.78,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,19.76,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,19.68,1,115.76
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,19.5,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,19.48,1,53.85
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,19.46,1,75.5
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,19.43,1,35.5
15/05/26 - Video UGC - Young Dynamic - SUN - PERMANENT - Multi Modèles - Multi Variantes - Ces lunettes vont avec tout - Langue FR - Sans Prix - V1 - H2,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,19.38,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,19.37,2,103.29
15/05/26 - Video UGC - Young Dynamic - SUN - PERMANENT - Multi Modèles - Multi Variantes - 3 Mythes - Langue FR - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,19.36,,
10/07/26 - Image - Young Dynamic - SCREEN - #OFFICE - Light Tortoise - Split Screen - Sans prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,19.34,1,105.57
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,19.31,1,115.5
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,19.3,2,92.6
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,19.29,1,59.93
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,19.17,2,198.53
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,19.17,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,19.07,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,19.04,2,67.25
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,18.77,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #BAY - Basil Love - Homme Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,18.76,1,36.58
06/05/26 - Image - Young Parent - SUN - PERMANENT - #ROAD - Multi Variantes - Emswells - Porté Femme & Kids - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,18.63,,
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,18.62,2,165.5
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Vintage Cream - MoMa - Avec prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,18.58,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Basil Love - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,18.51,1,45.83
20/04/26 - Image - Young Dynamic - SPORT - RUNNING - #HORIZON - Multi Variantes - KV SS26 - Portés Mixte - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,18.32,1,35.5
30/06/26 - Image - Young Presbyte - READING - PERMANENT - Multi Modèles - Multi Variantes - Mosaique Reading - Sans Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,18.18,1,88.23
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,18.14,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,18.13,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #D - Tortoise - UGC Lison Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,18.07,1,35.8
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,18,,
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,17.98,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,17.92,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,17.9,1,46
